name,text
X51006556591,"j. GARDENIA’ BAKERIES TRL )SON up (139386 xy

: Lot 3, Jalan Pelabur
40300 Shoh Atam, Sttaneer. .
Tel: 03- $$423228. Fax:63- et aaanael
GST EN; 00038 139904

TRL INOICE / ADUSTIENT wre,

. Cash Liw to.: 2825873 -
»VEuS14 : Oste: 2370872017

RUSS FRESH MRRET SO BD oy

1 CRABD FLOOR, ""WO, 4 & 6: . . . I
JEAN SS 18/48,” Ka ;

7 S7SOS SUAS JAVA, SELANGOR Z oan :
HOS: Rideuan( 11500) ‘ :

DD: 2608/2017 - 10:29

Gescription U, os Iss €xc"".0 Sale. ECD) :

0.0: WHE 2.23 $8 200 307
BHOEMEAL 2.78 3° 0 0 3.
O.C amd 2.97 Sue ROI

— + Totol & supplies .

WAYASORL .2.40)°3 0.0 8 Azo
: _ Tota ss sup ies: (excl GT): BO
! a GOR
rota 6¥ supplies (Inc,. 681): BR
| Total € supplies: =< 23.64 7
Total Paycble: — 36.36.> -

€.4.0.6.

Received above goods in gan onder condition,
The recipient of Gardente's products is
required to evke mecetscry adjustcents to its
‘ input: tax cloies; on the bosic of tne :

Odjustnents shown invents. Tax. Invoice 7

| Adjus hs emene ete, oo ee
“ COSTO} SCOR :

"
X51006556596,"GARDESTA BARERLES (KLISDN BED (139386 x)
- Lot 3, Jatan Petabue 23/1,

40400 Shalb Alani? Netanigor. tee!
‘Tot: OS. 36420228 Kas0s. $$4921s
GST UD: G0038 LSvvad0

THA TANONCE / ADNUSTRRMT OTE

Casin Trg Ne. 78286715
VRuSia Darear 2870372017

1 ra aM pe
HARASSAR FRESH WARKET SEN BoD

GAGA FLOCR, 100. 4 6 6,

+ JALAN SS 15748,

87509 SuMbaNG IATA, -SELAIOE

VEUS: Ritznan (UVFOU)
DO BOEIVIT NS

Gescription U.P Iss Ese 0 Sole ton(Bt)_ Sale san fst)

Uescription U.P Iss tat _

OlC, WitTE 2.8 S$ 30 3 6.39
TabOL Chet Al 2.78 $ 09 @ 13.99
, OFC Jumbo. 2.97 fF 4 yo 25.98

Total @& supplies:

3

1s.
- OLLI TR-B75C6TOH 372-3 3 12.16
Che CCT or 2 @ 6 tO 1

Total . supplies (excl. 657): 25.56
; GST: 1.83
Total 6% supolies (inc. GST): 27.09 .
Total & supplies: 14.35 ;
— ; Total Paycbie: 41.44
manne
Received cbove gomts 1) Qos order ComMlition,
The rectpsens of Gardenta’s produces 16
required’ to woke vecessery odjutcrants to its
ingot cok Jisies, cn une basic of tne

| -Adjus bans shoan tn thig Tas levorce /
too.

"
X51006556604,"1A DAKER ITS: Sikh) SDN BaD (19386 Le
” Lot 3, Jalaig ‘elabur Wi |

oe 40300 Shoh MamySetangers 2
key Tel? 03. $$423228*('04:03- § 2213 not
: “GSTID: 900381397040 - vee

mw INOICE / OUST EMT nome aan
Cosh Env Ho. 724675,

» VES 14 > Oaxe: 2478872017

-” HANASSAR. FRESH HARKET 50H BD
7 GRCuraD FLOOR, WA 6,
LDALAN SS 15748,
8 S780 SUBANG Jaya: SELANGOR
VkOS; Hidewani 11900)
° e- DD: 24082017 Ibex.

: :
Sepertptica : U.P Ess £26 9 Sole Asct( Rt)

“O.C, WHITES RAS Se ea BSR
ROL OAL | - 2098 Joe 38 2 Sse
1 OG: 8) “rar $s, Lot yee
Total ts supplies; : ,

DEL ICLAserscorat 3.72 0.8 2 28s
/ GUN SBILTS = * O.t4 rs 0.0. 108.40)
Tal 6X supplies (ec (1) oo Ba
OT 05

+ Fetal 6 plies (ne, bare
: “Total @& sugalies: © 22,99. ao
. Total Payable: 39,78 > |

6.0.6. . a

Received above goods in good order condition.

be The recipient of Gerdenia's products is” :

1 required tovmole necessary adjustments to Ate.
inout tax claies, oa, the boric of. tne

-@djut teas sKonn in this Tas Invoice 4°

Adj went) E_Wore | 3

"
X51006556646,"ticle aE CtQe 8 COPY.

———

CARDE INIA DAK ERIES S(KL PSDs HITO (139386 xy
Lat 3, Jolsn ny 231,

40300 Shoht Alam
Tel: O3- $$423228 = Bdy;0)
GST 19): 00038 1599640

TAC INVOICE / ADJUSTMENT KOTE .
Cosh fav fo.: 7821F7 14

+ VEOSI4 Oater 21/08/2017

* WARASSAR FRESH HARRET SCH BHD

+ GlQuNe FLOOR, 4b 6,

JRLAH S$ 15/48,

2 APSO SUBANG JATA, SELANTOR,
VEOS: Rklzuant{ 11900) .

“Total ca sippl

-B/sCoTen 3, 7

OLLicia

~ CR-CHOCLT * 6.72 2
ca BsCOTCH «0.72, 208
“Total 64 sipplies (excl. cS)

Total 6% supplies (isc. ¢
Total 0 sophie aa
Total Payaste:

€.6.0.%, .
‘ Recatwad chove good in gacd order camfition
THe"" recipient of, Gardenia si predicts it
LO mmthe necessory ad jus Unenes tote
inew ax cloins, on the basic ‘of. the!
Od jus uaencs thou in pis

jus ene: tee. 2 i
: CUSTO} it

"
X51006556650,"GARDENIA BAKERIES (KL) SDN BUD (139386 X XxX).
Lot 3, Jalan Velabur 23/2, nM
40300 Shati Alam, Selangor.”
Tel: O3- $$423228 . Pax:03- 55423213
GST 11): 000581399050 ,

“TAX INVOICE /-ADUSTHENT WOTE
Cash Ind No.: 78197712

ViOS 14 Cote: 19/05/2017

VWAKASSAR FRESH WARNET SOBA) a

GROUND FLOOR, WO. ABO, Se: yo
> JALAN SS 15748,
LASS SUBANS JANA, SELANTOR
VEDS: Ricdzuant 11900)
DO: 19982017 _- 10:38

DD: 19872017 10:38
Besertorten U.P iss Exc 0 Sale kterCauy |

""0.C. WMITE 2B S93 OF 2k 426:
WIDLEREAL - 2.78 35.0 OF. 8.34
@.€ 3880 ""* 2.97 Soe TS sa.8s. +

"" Total O& supplies: 27.45:,

ant

Oe Icia- S/SCOTCN 3.720 20 °° 2002,
“CR-8* SCOTCH : 0.22. 26,0 o. rs 6
Total 6% supplies (excl. sn): re rn

ST: eat. F
Toto!  sgplies (Ine. 691): BS
Total 64 suwplies: 27.45»

Total Payeble: “8.8,

€.£.0.6,

Received above goods in good erdec condition.
The recipient of Gardenia's products is
required to make necessory adjusoments to its
trgut tax clotes, on the basic of the

odjus tants shoan in this, You Invoice /
Adjus vont, Mote

a (CUSTOMER TSCOF V :

"
X51006556656,"oF

GARDENIA BAKERLES, KE PSDN BHD ifioast xp

Lot 3, Joisu Polabur 2A,
40300 Stroh’ ‘Alam, Selangor.
Tel: O3. 58423228 Pax0d. $5423213
GST (Di ov04s 1499040

TAL INVOICE / AGJUSTHENT KOTE

ma Cosh Ine to BYP |
2 Pst Cote: W/EE/2017

VEOS: Anlau(3737)

KASSAR

ass £L90%,
JALAN $$ 15/48,

AFRESH RET SH

ab 6,

APSO) SUBRNG JaYA, SCLANGSR

WN: 127082017 11:55
yGererrauien U.P Iss Ure 0 Sale txeC nd
0.0."" WNITES 7D Ss Fo 3 6.39 |
STRMOLEMEAL, | 2.78 18 © 6.0 ©
‘ ° i 2.97,
. 4.

: > 9.36
: oruicie- BASLOTCH 3.72 o 1 ‘6 “1 3.72
“F CReCORK * 0.72 18 7 6 $ $.76
‘ * Baek SOUL TS. 40 4 73.36

nH

4 ¢
Total. 6% surplies (excl. 6S):

Total supplies (Inc.
Total @% suppl tes:
Total Paycsle:

"" €.8.8.5.

GSi):

Received above goods in goss order candi tion,

The recipient of Gar,

seonio’s praduces is

Cequtred to take neiestary Qtjus umes to itt
(nput tas claws, on the oas1¢ Of tne ‘

ed yustgents siren in wis Uae Invoice /

, Agus Bae tote

CUSTOMER

RSCOry

"
X51006556726,"GARDRAIA BAKE RI RSIKI. JSON BUD (139386. Xi
Lot 3, Jalan Pelabur. 21,
40300 Shah Alain; Selangor.
Cols 0355425228 Fav:03- $$423213
GST ID: 00035 1399040

TAL Dace / sOUSTE SNT NOTE
Cosh Inv Noe: TSC6E10

* vBOg Ia oO vs ~Oarala67ns/2017"":

HAKASSAR FRESH HARRET-SON ee.

GRO FLOOR, WO. 4 & 6,
JALAN $5 15746, °
47500 SUBANG JAYA setacncon’:
VEO: Ridzuan(11990) -
; rb: 060082017 - 10:49
°O.C. WHITE 2.13, 12> cr .
WHOL EME AL . 2.78 ‘S$ “@ 85
~ O.C JLMBD . 2.97, 3. 8 e “3

Total 0 supplies: =Y36- :
ear 133 O68) | we:
Total €& supplies (ec, Gn): BOO...

St: i
Total ee vauplis (Ine: ON: i | es
: Total supplies: MBL:
Total Foyle ear
E.BV.E, : us
, Received cbhove goods .in. good order condition.”
The ceciptent of Gordenio's products is
required to ene necessary Odjiusuaents to tts.

input tas cloves, ‘on the basic of the
od jut bums shoary tn ants, Tax levoice /

"
X51006556730,"i:

pre

Fa 2 egoye. 2k
MAKASSAR FRESH MARKET 5/3.
(CO.NO, $208606-7) >

GROUND FLOOR, NO.d © 6,

JALAN $$15/665,

47500 suBANG JAYA, SELANGOR.
TEL: 03- -$623132¢

Outlet + PLU \
Receapt No; 16741 5
| (TERMINAL :002) (CASHIER i SV2)
08-Aug-2017

FRUITS 026. oo

40158) ” “a
“ FRUITS.” @16.00

40158. “1 16.90
VOLNE > 2 reams
Sub Total RNS0.00
Rounding Ad), RMO.00
Total ° R¥GO.00
Payment Type CASH
Received Cach RMS0.00

Change -

Thank You ! Pls Cons Agais.
Goods Sold Are Not Returnabie ! :
LS VERIFY eee ce BEFORE LEAVING THE

5 a |

"
X51006556732,"GARDENIA BAKERIRY, tk LPSDN DID (1.39386 Xd
~ Lotd, Jolan Petabur 21,
40300 Shah Alani, Selangor.
Tels 03:'$$423228 Pox:03- 58425213
GST UN: 600381399080 *

TAL BMMOICE / ADJUME ST NOTE. .
Cosh Inv Mo.: 2805F72

Vos ia Oase: G5/045/2017

_ VAKASSAR FRESH WARKET Stet 84)

* GROUND FLOOR, WO. 4 £6,
ALAN SS S748,” ;
ATS SUBRNG JAVA, SELANGOR
Ve0s: Ridzuan( 11900) - woo
- baat DO: osawn017- STE eect

Cescription U.P Tes bxc 0 Sale cco .
0.c. aM 23: Voy BSP |
WHOL EMCAL 2,78 4 ""2502- wire wh

0.C UMD 2197 $e Sl:

_ Total 6X supplies: HG

CREKOTH V.72 10 0 0 1 7. ;
Total 6 sunplies (acl. GST): 7.0.
(9: 0.8

“Total 6X stpolies (Inc. GST): ,-7.83.
Total & supplies?"" 11.68.

Total Payoble: 19.31

€,.8.0.£
Received chive goxts in good order condition.
The recipient of Gordenia’s products is
, Feuired to merke necessary adjustments to its
Art tae clates, on the boric of the
, ™ fasenents shown ia this Tas: invoice /
* Adjustrent Note a
; COSTOSTRIES C s corr

"
X51006556738,"7 - - ;
-GARDENIA BAKE RIGS (KE, \SDN BID (139386 NX).

Lot 3, Jolan Petabur 3A,”
40300 Shah Alain, Selangor.
2S Tel: 03: $$423228 Fax:03. 55425213

>.) GST ID: 000381397040

TH TANOICE / ADNUSTIENT WE. .
Cash Iw No: OO

Ross. L SS Bare: 0308/2017
~HARASSAR Frese RRET SON Bit)

GROW FLOOR, 1, 46 6,

“JALAN $$ 15/48,

$7500 SUGANG DaYA SCLACOR
MEDS: Ridzuan(1 1900)
: “DD: 03408/2017 11:10

Oesceiption U.P Iss Exc 0 Sale Ant( ml)
OC. WHITE 2.385 .1°8 4 $5208
BHOLEME AL « »_ 2.78 $ 2.3 3 8.34,
OFC. UBB ae z 07 ann 2 8 i 2.97 :
2 Total 0 supplies: * 79.83

~ OELICTA-B/SCOTOH 3.72.5 2 6.0 2

CRB SCOTOH | J+.0.72.5210, 0 &. 1 ees ”
Guel-SBSILIS* 0.84 ee 60 8.40
RAYA- Pabiet. + 2.60"" O-O- 3 7.20

Total: és suglis (er. GST): 38.24
: ST: 4.81

Tota & supplies (ine. 65): - 32.05:
7 Total G& supplies: 19.8
_ ee Total Payeble: as a
£.0.0.6. ee
Recatved “tbove Goods in good order condition, .
The recipient’ of Gerdenia’s products is ba
required to euke necessory Odjustemnts to is
{nout tax cloiss, on the basic of the

Gd jus tents shoun in this Tas tevotce /
Adjustment Hote

or

"
X51006556815,"a
GARDENIA KARKERIES (KL) SDN BHD (139386 X)-
s Lord, Jala ldlaburg 2,
£40190 Shah Alam, Selangor.
. Tel: OS. $$4292284 Fows03- $$423213:
GST UD: QOOAS 1399040

TAL INVOICE / ADJUSTENT NOTE .
Cosh Inv Mo. 2985773.”

Sv EOS 1a Dare: €5709/2017
- WAWASSAR FRESH SARKET SON BH)

CRED FLOOR, 10. 4 6 6,-

ALAN $$ 15748, .

1 ATER) GUOAIG IAA, SELANGOR -
Via: Ridenan (11900) Lot
© ts 0500972017 ""1108

Sereriptica U.P Iss Exc’ 0 Sate RatCAu)

O.c. wHTe 2.2397 6 © °° 2 or -
mental 2.78 33 9 1 ae

0.0 INGO 2.97, 2 2 Che
Total supplies: GB
= CRVAMILLA 0.72790. 08-20"" 48.807
CR-COM@-: * O72 29-0 0 DW 4,

Total, 6X supplies (excl. GST): 25.80 me
‘ Wt ERO

“Total 66 supplies (Ine: 6S): 30.92
Totol 6% supplies: 3.68
""Total tale: $4.15 me

t, &. €.

“Retaived above goods in good order condition
_ The recipient of Cardenta’s products ts oo)
: required to mule necestory adjustumits. to its
+ input tas claied, on the basic of the 0 ore
“aed jus Bats shen in-this Jas inotee / i
Ad jus uso tote. : -.

"
X51006556818,"GAKDENTA FARERIES it. ISDN WEED CLARE ND
Lat d, Jalan Melabur Ut,
40 M0 Strat Alam, Selangor,
Vel 8 S8S29228 Panes. 5428208
GST AD: QUO Lean

TRL IANOLCE # ADIUSTIENT HITE
Ci Cash Inv ¥o.: T9RE710

oy get Cares GSO

| WAKASGAR FRESH MARKET. SQW BH)

 GREWMD FLOOR, HO. 4% 8,

; JALAN S$ 19748,

Pe SUBANG DATA, SELSHCOR
VieNS; Nalan(37374

Db oso9ner7 |
Ovrery Upeion U.P Ths Oc 0 tale u

OG. aMITE 2d 50 4 Ot
 MOEMEAL, 278 $$ 8 US
0.0 NBO 2975 3 0 0 3

eu saves 3.97 38 3

Total & swolies:

 aeanseut 0.72 «© 6 @ o
Total 6% supplies (excl. GST):
- SI:
Tote! 6% supplies (Inc, 6ST}:
t. Total @& supelies:
AU Total Payeble:

16.0.6. :
Received above you in goad ceder condetian, !
Thee recipient of Gardenia's prohcts 14 o
required to awhe necessary adjuttauenté to its
ingut tax claten, cn the basic of the
aaijosGerats shane this To. trvotce 4% e
Adjustsent Hote

CUSTOMERS COPY

"
X51006556823,"GARDENIA BAKERIES (KL) SON BET (19586 x).
“> Var, Jalan Velobue 201, z mL
~ 20300 Shah Alam, Selauiger. . .
""Tel: OS $$423228° Fas:03- $$4292139°
° CST 10; 00038 1499036

_ iy InVOICe /, ADJUST WOE
Cae, * Cash “inv Wo: PRCF7B -.

VOSS LA ‘ » Oate: “3009/2017

_HAASSAR FRESH vat go Bi)

Lencana) FLOOR, WO. 4 £ eo wg
JALAN S$ 15746, Lo : ess
ATMO SUBANG JAVA, SELANCOR ‘
OV ROS: Kida (1100). | an
DD: MoAIVIT 11:52

. “Beer aption U.P Iss Esc70 tule Soak CRUD -
OC. ONE 2.13 200 8 6 10210
OC IO 2.97 8 FB 2 SOE

Total & stuplies: 15. ra

CRVANILEA. 0.72 ee ee es Pe
SCRBSOTOLO,72 “20 8 0 NM 14.40 -7

» Total a sumlies (excl. GST): 8D

S(T 0.64
tial a pis (Inc: GS Te

om Total @% supplies: -5.36
Total Pajble: 26.80

ey
Received above goocts in good “order condi ed
The recipient-of Gordenials products: is .
required to wathe necessary adjustments to ite os
input tax clades, on the basic of tne > ,
Vad justeents shoen in this Tes Lwaice /

""Ad jus Uren nent Woke a oo
i CUSTOMERS CONT

"
X51006556824,"sGARDENIA BARERLES (KL) SDN BILD (139386 X)
2. ? Lot3, Jalan Pelabur WI > 7
= 40300 Shah Alani, Selangor. --
“Tels O3- $$423228  Pax:03- 553292135"".
GST 1D: 00038 L9s050

_- TAC TINOICE / ADUUSTIENT Nore
CG Cash law No,: MROFTI

""VEOS IS Date: 29/09/2017 |

aecEe pee?
_ WAKASSAR FRESH MAREET SON BHD
 GROLMD FLOOR, WO. 1% 6,
JALAH $5 S740, : :
 QTSOO SURAG JAVA, SELANGOR See
“VRS: Ridraran (LEA) .
— th “regen? 10:23

Description ~ uP is “ise Exc 0 Sole - Amst¢ my DES
0.C, AMITE 33 5 ae ee Se
WHOLEREAL es PRO V2,
0.07 Jumbo” 2.97. 92 21.8 288.98""
Sool es Total Gh-suppliess 2: 8.
DELICIA-B/SCOTON.3.72° O 2 0 -¥2. 5-3, R-
CR OWCET 0.72 28 0 a 2 18,469
THUR ELM CEI B28 09 8-9 oT LLeS-

TwG TT WI SY . 1.33 [0 Ww 0 -10 -13.20
Total suplies ‘(wel GS): =
COPE ST
Teta B seis (Inc. @ST):° WAL
“Total GH supplies: 12.98""
Total Paycole: 1B

- €.86.0.6, .
Received above goods in-good ender consiiition.
the Pacipiont of. Gardenia’ $ products is a
required to make necessory adjusuents to itt
input tax-claiss, on the basic of te

Od jus tants shorn in this Tox Imvoice ,

rOMERS COPY

0 AG JUS tee t tote

"
X51006556825,"GARDENIA BAKERTRS (KL) SDN IID (139386 xe! .

af Cot 3, Jalan Celabur 21, .
40300 Shah Alain, Selangor. nt

‘Vols O3- $$423228 © Fax:08. $5423215

GST (1): 00038 1399040
TAL TINOICE / ADNUSTENT WoTE
5 Cosh Irv io: ISEB
osie Ore: 28/00/2017

HAKASSAR FSESH WARKET SON SH)

GROUND FLOOR, WO. 4 & 6,

“JALAN SS 15/48,

| 47500 SUBANG JAYA, SELAWCOR

WES: Ridauan (11900)

DO: WHR 11.28
Gescription: U.P Ist Exc Di Sale

"" O.C; WHITE. 2.3 4 2.90 2 4.26

WHR ENEAL 72.77 48 8 4
Oc JUMBO” 2.97 $ 90 a $

eu seis 0.84 20 @ 0 ee 16.801: +
; Total 6 suplies (ed. (7): 16.88
: ; 2) a 6
Total 6 sls (ie: (): Wb
Total: G4 supplies: 3023-6 07

oC Total Paysble: 48.04 ° .

> £8.07
Received above goods in good onder condi tion, .
“The recipient’ of Gardenia’s products is
‘required to mhe mecersory odjusteents to its: |
ieput tax claies, on tne basic of the we
odjustuents shoan in this Tas Invoice 7 ae

"
X51006556828,"‘ GAKDENIA RAK BRIES (KL) SDN BID (139.336 x

CROWD FLODK, OSA & 6,” ee .

OC duu”

JLot3, Jalan Petsbur 2),

. 40300 Shal’Alam, Selangor. coe hs
“Vel: O3- $$423228 PaaS. $$a292Iy os.
2 GST 1: GOOSS LS9v040: .

oN INVOICE / ADJUSTAENT NOTE”

So Cash Inv bo.: Ising

Oate:. 25/09/2017

*wygsein FRESH Ys IRKET SoH Le

JALAN'SS 15748, are
147500 SURAT IATA, stiancon: Re 4
MEDS: Hidgvan (11900) wit tte s °
DD: 2SAVOIT 1212 262017"" 43:12

“Qeseripeton U.P (ss Esc. 0 Sale Aat(hM) COs
“Occ. -wNTTE ; ag 8 8! | 639 -
moda, z 7% 2 V9.0 812 8.8677""
(2.07 4 0 OW a 8t8s

“Total. suplies: ""BBe - »

“eLicra- c/eoren M7) FOO . “yas o-
CROHNS O72 OAM. 14,40 -
°CR-BI SCOT |. OU OAD tO
= SQ:S.RERRY - 4700S 8 SO

Total’ 6 spies (ex. GN, ae, eee
SS GT Lg ates
Total 6 Bap (ine ON: WR es
Total GF sipplies? BB
«Tata Payee: 36,85 2°

aye

Y.6.0.6. :

Received above’ goods in. good ocder ""cond tien.
“The recipient ‘of Gordenio’s pradkects is. 0° |
i eequired to eahke necessary. adjus vomnts Xo tese aan
cfnput tax claias,.on the basic of the
2 odjartenes shonn tn this Tax, Invotce /

eBIig

"
X51006556830,"fee > oars

PINGHWAI TRADING SDN BHO
(1241036-W)

"" NO.2, JALAN METRO PERDANA TIMUR 11,
KEPONG ENTERPRENUERS PARK
“OFF JALAN KEPONG,-""°> >
""2100 KUALKLUMPUR. ”*
TEL .0122648835 FAX : 603-62592420
GST 1D : 001374123712

TAX INVOICE

Boe No.

> CSot020091""*° . Date: 2209/2017

Cashier : USER “Time 42:11:00

Salesperson : Ret.

, (GST) | (GST)

Rem Dre | BPrice Amount Tar |
“17007 - 88.00 15.69». 15.80, 1,007.50 PRL,
| UDANG KERING

— FoR Gy. 65 00 1.03780
Total Sates (Exciting GST) 1.097.509
Ciscount. : 0.00
TotaiGST : 0,00
Rounding : 0.00
Total Sales (Inclusive of GST) : 1,007.50 .
ee ae += CASH.:. 1,100.00. -
Chango : 92.50

Amt (BEA)
1,007.60
1,007.50

Tax (Qt

0,00

0.00):
"
X51006556831,": PINGHWAI TRADING SON BHO
. (W211QSW)

NO.2, JALAN METRO PERDANA TIMUR 11,
XEPONG ENTERPRENUERS PARK,
OFF JALAN XEPONG, .
$2100 KUALA LUMPUR
TEL 10122648835 “FAX : 603-62592420
GST 10, 001371123712

. nice

Ose No, ; CS00020846° “Date: 3009/2017...
Casiver : USER ~The: 13:04:00
“Sotesperscn ¢ Ret:
(687) (G81)
Rem Qty  BPrice Brice Amount Yar
7007 39.00. 15.81, 15.81... 616.59 ZRL

UDANG KERING’”

Toul Gy. 39.00 i869 = :

Total Sales (Excluding GST) : 61659

Otscount ; 0.00
TotalGST : 0.00
Reuniing : 001

Total Saloe (Inclusive of GST) : 616.60 a

{6553 8800 9593 0119) VISA: 616.60 ~
Change - 0.00

616.59
616.59

"
X51006556838,"* GARDENIA BARERLES (KL) SDN BEDE

Lots, Jalan Celahur 21, 2
30300 Shali Alam, Selangor,
Vet: O3. $$424228 Fax:03. $$423213
GST 11): 600.58 1399040

TAX INVOICE / ADJUSTNENT NOTE
a Cash Inv No.: 7919712

vos Gare: 19/64/2017

, ta

SWAKASSAR FRESH WARKET SON EHD
CRON FLOOR, WO. ABS,
JALAN $$ 16/48,

ATEN SURG DATA, sb 7 anelOR

ON ROS: Riatevon (1980)

an . DD: 1909/2017 L169

| Gascription U.P Ins Exe 0 Sale Amt (pi

OG MITE 2.137 6 4. 22 4.26

wager. 2.78 202 Oa +S
O.C JUGO 2.97) 8 3 GO =3 _ -B.On

Total @& Supplies: 7.3
CRAVAMELLAS 0.72, 1056 Oo 2.28

CR CORM ""0.72 2% 00 14.40
*.$Q-C1@0K T O44 $ OO 8 6.22

,_ Total spies (a excl. GST):: 28.32
. OST: 1,69
soua 6 supplies (Ine. (st): 30.01
Total O& supplies: -7.83

a

mt Total Poycdle: ee
6.6.0.6. es

Received Cove goals ta good orsber cen tition. .

[The recipient of Gordenio’s produ is 8
v Pemuiced to enke necessary adjinternts to as

trot tac cloien, on the basic of thas.
. Ged JUS Cnet S thoan ia uUnte Tae Invoice /

“+ Adjusteene Hote . :
Nv CUSTOMERS C COR v. ~

"
X51006556839,"GAKDENTA HAR ERIES (KL) SDN BED (I39.86-N
‘hot 3, Jalan Vclabue Ut,
AHH Shah Alam; Setingor.
“Vel: G3. S$4UWIIS Bays SSHLVILA
GST UD: on ute

TAX IRVOICE / ADJUSTVENT NOTE

ror Cosh Inu Ho. 29188715
Wiest as side 1S AYOI0 17

WAGASSER FRESH RARKET SON GHD

. CRONE FLOOR, WO. 48 6,
CJALAN SS 19748,
""APS BANS Daya, SELANGOR
Aah 3T37)

i atte 2 2 80
| WOLEUAL n7s 8.18
¢“)unO her oboe

Total (Y supplies:

betters: ‘a/coten 3.72 2 8 8 2
CRACHOCLT + O77 1 0.9 _10

Total, c “suppl tes (oc. (sn): Wo
ma 0.8
3.82
Total ti wap tes: 9,62
Total Paychle: 5.9% x=

Reet - ebove Gua in goud order condition.
The reciprent of Govdenia’s prokcus is

: required LO exe Neretsory Od pritewnts to itt
dngutl tax Claims, Gy ube basic of the
ed fuss tznents shone, ie this Tax Ityeoice /
Sets sent to) deote

"
X51006556840,"ve
aN

GARDENIA BAKE

| JaLan $3. 19748,

“O.0 JM 2.97 4 3 0 1 2.97

RL ySDN IUD (139386 x) .
fot $, Jalan Velabur 21, :

A

20100 Shah Alan, ‘Selangor.
Vel: O94. $$423228 > Favs. $4521
GST 1D: 000.08 | AGA
_ TAL TVOICE / ADJUSTENT HOTE
A Cosh Inv No. 7917F711
Vos Onte! 17/09/7017

HAKASSAR FRESH HARKET SON EH)
CROND F098, WO. 4 & 6,
APSR SUUANG DATA, SELANGOR

- ViOS: Iityuan (1900)
_ OD: avaROL7 11:02.

Lipseription, ULP Iss Exe 0 Sale ke ent (RAL) .

O.c. mL 2.5 9 2 0 ? 14.91
wmatital 2.78 6 1 6 $ 1.0

Total 6% supplies: 31.78

“eRe CiAOCL wi t% 9 O On 7.92

° Total 6% supolies (excl. GST): 7.92
~ hr: 3.4

Total. 6€ supplies (Inc. GST): 8.48
Total (& supplies: 31.78

fu Total Paycble: 9.18
C.6.0.8,

Received above goods in good onder condition. ”
Tee recipient of Gandenia’s praca ts
required te wake necersery GdjusUMns CO Ves
input tas claies, om the basic of the

adjus tents shown va this Tox Invoice 7
Adjurtment Note

"
X51006556841,"GARDENIA ors Siiendrets .) SON BHD (t sss wy ™
aps tot 3, Jalsudelabue 201,
Sty : $0.00 Shah Alsen, Nelangoe.
Tel: O3- $$423228 . MaxcU3. S$428213
GST 1D: 06038 1J9""da0

e 7. FAC INOICE / ADJUSTENT NOTE
~~ Cash inv Ho.: 791EF710

VEOS L4 Outre: 16/09/2017

WGKASSAR FRESH RARKET SON BH)

GRCLEH) FLOOR, 10, 4 6 6,
JALAN SS 15738,
S7SOA SUBANG JATA, SELANGOR
VigS: Ridsuan (11900)
DD: 160972017 1:89

BesGRGS UF Tas Ge 0 Sale RCD * CD
+ O.C, Warre 2.137.120 2 0 & 17.04,
‘wbeOd Esha 2.78 92 206 0 Oo
°O.C Junto 2.97 0 2 0 -% =.
Total @% supplies: 11.10
DELICIRR/GERRY 3.728 2 Ok Pas,
Tota GH-supplies (excl. GST): -7.44
GT: 0.4
Taal 6% supplies (Inc, GST): -7.89
¢ ° . Total @% supolies: 11.10
- Total Payable: 3.24
£.8.0.¢, . é

~ Received above goad in goad order consi tion.
The reciptent of Gardento's products is

required to make mecestary odjusteents vo its”
~ trgut tas claus, on the baiic of the
Od )ut teres steormty in this Tan’ lewoice /

"
X51006556852,"S$
. 3 Lots, saves Pelabin® te
rrr 0 Shah Alam, Selangor, Loe
‘ s+. Tele ON $$423228 > Powis. 6$425E
a ots GST: ODOM ISHOID

a Ww INVOICE / ADJUSTHEHTHOTE
Cosh Inv Ko. TSUNA

vie Bote: 1709/2017

WP FRESH MARKET SEH 94D
{*GROUD FLOCA,. WO. 46 6,
URL AN SS 92487

OTSA Sutians AYA, SEL GOR”

VEUS: Rktenon (1 (00) wees
“1: Liasn017 Las""

' Beseripeton UP Iss Exc. 0 Sale TG)
0.0. WwTe eas eee Sees Get
RMOLORE AL z ae re
0.0: JusiBo S319? 52 8.
vas Total & au: pales:
sriscare O/SCETE 3/72 .
2 Che CHOCLT &
eRe Scora) |
SOS :BERRYS. ot
Gre sans
EVO IM bor

* eS a Gl: Shae

an a ‘sunplies (Ine. (st): ‘

~ Totel 8 supplies: -"";
“Total Payable: “65.50 =:

bE

oo Reteived aleve goods in god order conaition.. an
The recipient of Gardenia’ s prodects us oy
required to mike necessary Osjusbamts to its:

Ntnput tas cleles, on the tatic of the + ay

adjusbeents show in this Tax tvoice /

Adjustenant Mote
dest “COST OMENS COP is

ne
Te

"
